Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,BMI,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level_enc,Cluster,Workout_Type,Experience_Level
196,152,72,0.56,30.0,23.9,2.6,2,0,0,Cardio,0
178,149,64,1.08,29.6,24.0,4.5,3,1,0,Mixed,1
174,124,64,0.61,21.4,18.0,3.4,5,1,0,Yoga,1
153,124,71,0.73,26.0,33.3,2.3,6,2,0,Cardio,2
181,141,66,0.83,31.2,24.9,2.2,4,1,0,Cardio,1
203,168,61,0.99,21.6,25.8,4.4,5,1,1,Mixed,1
194,162,65,0.28,27.4,22.6,3.2,4,1,0,Mixed,1
182,147,65,0.52,20.1,20.5,3.0,4,1,0,Strength,1
190,161,75,0.38,30.2,24.6,3.4,3,0,0,Mixed,0
197,138,67,1.02,16.2,25.2,3.9,7,2,1,Yoga,2
176,122,55,0.93,14.7,29.2,3.7,7,3,1,Yoga,3
188,159,72,1.14,20.9,32.3,4.9,4,1,1,Mixed,1
183,151,77,0.51,16.7,29.9,3.3,3,1,0,Strength,1
176,147,80,1.0,30.7,18.0,4.2,3,0,0,Strength,0
198,137,63,1.24,14.2,22.2,4.1,5,3,1,Yoga,3
183,141,62,1.41,8.0,25.3,3.1,7,3,1,Cardio,3
180,163,63,0.9,17.1,22.4,3.1,5,2,1,HIIT,2
180,165,82,0.68,32.4,23.8,2.9,3,0,0,HIIT,0
189,151,62,1.12,8.6,18.0,3.3,7,3,1,Strength,3
173,138,71,0.91,24.5,27.7,3.7,2,0,0,Cardio,0
189,135,69,0.95,17.2,18.0,3.8,3,1,0,Yoga,1
165,135,67,0.87,21.1,18.0,3.5,5,1,1,Strength,1
179,144,64,1.15,19.3,19.9,3.7,7,2,1,Strength,2
204,184,71,1.0,25.7,23.6,3.4,6,2,1,HIIT,2
205,184,64,1.09,13.8,18.0,3.4,6,2,1,HIIT,2
170,142,56,1.14,14.0,19.8,4.4,7,3,1,Mixed,3
192,140,75,0.71,23.5,28.6,3.9,5,1,0,Yoga,1
182,143,71,0.48,16.9,23.6,1.7,7,2,0,Cardio,2
168,124,71,0.35,24.6,25.7,3.8,2,0,0,Yoga,0
192,163,77,0.75,24.0,19.1,4.0,4,1,0,Mixed,1
184,137,80,0.68,24.6,23.8,3.6,2,0,0,Yoga,0
174,156,57,1.59,13.9,23.5,4.3,6,3,1,HIIT,3
178,127,66,1.37,18.9,20.8,5.1,7,3,1,Yoga,3
162,129,69,0.41,28.6,23.8,2.8,3,0,0,Cardio,0
183,148,68,0.98,19.8,18.0,3.5,5,1,1,Strength,1
197,152,70,0.39,28.9,25.8,2.2,2,0,0,Cardio,0
185,145,70,0.8,27.6,22.4,2.7,2,0,0,Cardio,0
173,158,74,0.7,25.8,23.0,3.3,4,1,0,HIIT,1
170,136,75,0.49,30.4,27.4,2.2,3,0,0,Cardio,0
172,146,69,0.71,22.0,25.7,3.9,2,0,0,Mixed,0
165,141,67,0.78,14.8,22.7,4.4,3,1,1,Mixed,1
165,141,72,0.75,29.4,19.5,4.2,2,0,0,Mixed,0
180,131,71,0.46,15.1,29.3,3.1,5,1,0,Yoga,1
195,146,85,0.56,34.0,18.6,3.3,3,0,0,Yoga,0
205,142,66,0.94,21.7,26.5,4.3,4,2,1,Yoga,2
169,125,71,0.37,23.8,18.0,3.2,4,1,0,Yoga,1
179,142,73,1.05,20.0,27.7,3.5,4,2,1,Cardio,2
182,133,72,0.37,22.8,28.0,3.2,3,0,0,Yoga,0
195,178,82,0.7,30.5,18.0,3.0,3,0,0,HIIT,0
166,149,58,1.76,19.7,25.8,4.5,7,3,1,HIIT,3
205,164,68,0.75,19.2,25.5,4.4,3,1,0,Strength,1
179,152,68,0.78,30.7,26.8,3.6,4,1,0,Mixed,1
175,135,59,1.17,8.8,25.5,3.2,7,3,1,Cardio,3
199,181,74,0.84,37.2,20.2,3.1,2,0,0,HIIT,0
162,121,72,0.71,23.5,23.1,3.6,4,1,0,Yoga,1
195,164,73,0.64,33.5,30.7,3.9,3,0,0,Mixed,0
190,154,71,0.88,25.8,19.6,3.4,3,1,0,Strength,1
173,157,67,0.49,20.6,25.3,2.5,2,0,0,HIIT,0
171,139,79,0.84,25.7,28.6,3.1,3,0,0,Cardio,0
168,140,76,1.01,23.0,20.0,4.0,3,1,0,Strength,1
168,142,66,0.99,17.0,18.3,4.3,6,2,1,Mixed,2
179,127,64,1.14,14.6,18.9,4.5,5,3,1,Yoga,3
184,131,66,1.0,18.6,25.6,4.1,3,1,1,Yoga,1
175,151,78,0.68,23.3,18.9,4.2,3,1,0,Mixed,1
187,169,66,0.68,16.1,23.5,3.1,7,2,1,HIIT,2
161,116,62,0.66,23.4,29.5,3.3,3,1,0,Yoga,1
193,141,76,0.95,24.8,23.8,4.2,5,1,0,Yoga,1
188,172,79,0.82,27.9,20.9,3.4,3,0,0,HIIT,0
159,138,74,1.16,17.2,24.5,4.5,7,2,1,Mixed,2
173,149,78,0.89,20.5,23.7,3.9,4,1,0,Mixed,1
183,148,67,0.9,15.9,25.8,3.9,7,3,1,Strength,3
174,126,67,1.11,26.0,30.5,4.2,7,2,1,Yoga,2
183,156,74,0.91,19.4,25.6,4.5,3,1,0,Mixed,1
189,170,60,1.17,20.7,32.1,3.5,6,2,1,HIIT,2
201,181,69,0.97,20.0,25.8,3.9,4,1,0,HIIT,1
169,157,85,0.45,26.9,20.9,2.6,2,0,0,HIIT,0
192,133,61,1.04,25.7,33.2,4.0,4,1,1,Yoga,1
191,146,62,1.46,12.7,23.5,3.8,7,3,1,Cardio,3
186,154,60,0.98,9.1,19.8,4.4,7,3,1,Mixed,3
175,140,74,0.99,28.0,33.3,2.9,5,1,0,Cardio,1
179,141,71,0.86,23.1,21.1,3.3,4,1,0,Cardio,1
178,149,81,0.61,31.5,20.9,3.8,2,0,0,Strength,0
178,162,75,0.74,25.0,21.8,3.3,3,0,0,HIIT,0
172,156,64,1.12,16.1,24.7,3.4,7,3,1,HIIT,3
191,172,67,0.96,16.2,27.7,3.4,5,2,1,HIIT,2
179,150,64,1.16,18.0,18.0,4.7,5,2,1,Mixed,2
174,157,63,1.23,18.9,27.7,4.2,7,2,1,HIIT,2
161,148,76,0.48,25.1,21.8,2.5,5,1,0,HIIT,1
167,139,73,0.62,20.4,22.3,3.4,4,1,0,Strength,1
158,133,75,0.51,16.4,30.9,3.4,5,1,0,Strength,1
176,141,76,0.62,22.7,24.9,2.5,5,1,0,Cardio,1
167,140,57,1.07,18.9,25.8,4.6,7,3,1,Mixed,3
166,132,69,0.99,19.5,23.8,3.6,3,1,0,Cardio,1
187,156,63,0.93,23.9,27.1,5.2,4,2,1,Mixed,2
176,128,70,1.12,18.9,30.5,3.9,5,2,1,Yoga,2
164,134,65,0.91,18.8,18.0,3.4,5,2,1,Strength,2
195,177,76,0.84,27.2,28.3,3.5,3,0,0,HIIT,0
168,134,70,0.37,28.3,30.2,2.6,2,0,0,Cardio,0
182,166,79,0.59,26.1,26.0,3.6,2,0,0,HIIT,0
189,153,69,0.59,14.6,21.3,3.0,5,2,1,Strength,2
195,149,63,1.1,15.5,19.4,3.8,7,3,1,Cardio,3
197,167,76,0.66,27.0,33.4,3.8,2,0,0,Mixed,0
187,161,80,0.98,23.0,20.4,4.9,2,0,0,Mixed,0
175,157,60,1.63,20.4,30.1,4.3,5,3,1,HIIT,3
160,140,82,0.89,22.4,25.6,4.4,2,0,0,Mixed,0
197,177,64,1.15,11.8,32.2,4.0,6,3,1,HIIT,3
188,145,64,0.52,22.5,22.7,3.0,5,1,0,Cardio,1
179,161,59,1.07,18.4,18.0,3.7,6,3,1,HIIT,3
190,137,72,1.05,27.0,24.0,4.3,3,1,0,Yoga,1
181,142,72,0.38,28.4,18.1,2.4,3,0,0,Cardio,0
169,155,75,0.82,25.9,34.7,3.3,5,1,0,HIIT,1
197,162,55,1.25,14.5,26.5,4.9,5,3,1,Mixed,3
182,167,79,0.75,29.2,27.1,3.7,3,0,0,HIIT,0
192,161,68,0.76,17.7,27.1,4.0,6,2,1,Mixed,2
157,113,60,0.35,29.8,21.2,3.6,4,1,0,Yoga,1
186,130,61,1.16,23.6,23.5,4.1,6,3,1,Yoga,3
157,136,73,0.33,34.0,24.4,3.7,3,0,0,Mixed,0
191,151,77,0.6,24.8,31.8,3.0,4,1,0,Cardio,1
186,157,71,0.5,31.6,19.4,4.2,3,0,0,Mixed,0
200,181,74,1.02,22.5,21.1,3.6,5,1,0,HIIT,1
185,147,75,0.58,34.6,22.5,2.7,3,1,0,Cardio,1
175,139,73,0.6,23.8,21.3,2.7,3,0,0,Cardio,0
180,163,71,0.78,20.0,18.2,2.9,7,2,1,HIIT,2
199,153,68,1.04,29.6,18.0,3.4,3,1,0,Cardio,1
187,171,77,0.69,21.6,18.0,3.0,5,1,0,HIIT,1
186,155,83,0.5,20.0,28.4,3.5,4,1,0,Strength,1
186,136,75,0.51,24.3,24.0,4.0,5,1,0,Yoga,1
187,155,78,0.71,25.6,27.3,3.8,2,0,0,Strength,0
194,154,63,0.99,22.5,21.7,3.5,4,2,1,Strength,2
166,129,84,0.45,27.8,23.6,3.5,3,0,0,Yoga,0
194,156,69,0.74,15.6,30.5,3.3,5,2,1,Strength,2
172,147,73,0.38,25.7,30.2,3.6,3,0,0,Mixed,0
176,132,77,1.26,24.6,27.8,4.3,4,1,0,Yoga,1
186,148,61,0.93,9.1,24.8,3.4,7,3,1,Strength,3
173,128,73,0.83,17.5,26.1,3.9,4,1,0,Yoga,1
182,133,73,0.57,32.2,25.5,4.1,3,0,0,Yoga,0
185,133,70,0.58,26.1,23.3,3.7,2,0,0,Yoga,0
180,149,56,0.77,14.5,22.4,4.7,6,3,1,Mixed,3
175,149,73,0.99,26.3,28.5,4.4,2,0,0,Mixed,0
182,164,63,1.37,10.2,18.8,3.8,7,3,1,HIIT,3
180,164,74,0.64,20.7,29.9,3.5,2,0,0,HIIT,0
176,149,66,0.73,20.5,22.9,4.5,4,1,1,Mixed,1
188,133,65,0.6,22.1,18.7,3.3,4,1,0,Yoga,1
202,159,81,0.81,31.9,21.8,3.6,3,0,0,Cardio,0
167,153,69,0.83,22.1,20.5,3.0,3,1,0,HIIT,1
154,139,55,1.02,22.9,21.7,3.3,4,2,1,HIIT,2
191,147,65,0.9,13.2,21.6,3.9,5,2,1,Cardio,2
175,138,68,0.57,27.8,21.5,2.4,4,1,0,Cardio,1
177,160,66,0.62,19.0,22.8,3.7,7,2,1,HIIT,2
183,165,62,1.06,14.1,23.7,3.4,5,2,1,HIIT,2
205,168,81,0.79,26.6,27.1,3.0,3,0,0,Strength,0
173,142,69,0.9,25.9,23.0,4.0,4,1,0,Strength,1
158,120,74,0.36,27.3,25.3,3.2,2,0,0,Yoga,0
193,175,73,0.52,30.5,24.0,2.8,2,0,0,HIIT,0
170,154,67,0.73,22.3,26.2,3.5,5,2,1,HIIT,2
192,138,72,0.75,29.2,24.2,3.5,5,1,0,Yoga,1
168,123,68,0.7,21.7,21.4,3.6,3,1,0,Yoga,1
190,147,65,0.65,16.2,20.3,2.8,6,2,1,Cardio,2
186,170,74,0.54,25.2,24.8,2.8,2,0,0,HIIT,0
202,183,74,0.6,20.1,29.1,2.7,5,1,0,HIIT,1
184,142,64,0.84,20.8,23.1,3.3,4,1,0,Cardio,1
197,154,73,0.98,24.6,21.2,2.9,2,0,0,Cardio,0
187,144,64,0.95,13.3,23.0,3.2,5,2,1,Cardio,2
193,143,82,0.64,31.8,21.8,3.6,3,0,0,Yoga,0
199,161,71,0.91,18.7,21.3,3.8,6,2,1,Strength,2
173,156,62,1.39,15.9,18.2,4.8,7,3,1,HIIT,3
168,137,65,1.02,15.7,23.0,4.7,4,1,1,Strength,1
176,141,75,0.25,29.0,24.9,2.2,3,0,0,Cardio,0
200,165,84,0.45,19.9,19.7,3.1,3,0,0,Strength,0
196,166,74,0.7,30.8,20.5,4.4,2,0,0,Mixed,0
179,151,66,0.82,15.1,20.2,4.0,6,2,1,Mixed,2
188,155,76,0.51,23.0,18.5,3.3,3,0,0,Strength,0
196,152,71,0.74,26.8,20.2,3.3,3,0,0,Cardio,0
166,119,61,1.24,15.7,23.2,5.2,5,2,1,Yoga,2
187,158,71,0.51,27.5,18.6,3.5,3,0,0,Mixed,0
174,142,69,0.72,28.5,23.4,3.5,3,1,0,Strength,1
177,151,72,1.03,21.7,21.2,4.7,3,1,0,Mixed,1
191,174,76,0.59,21.8,20.3,2.4,3,0,0,HIIT,0
194,139,73,1.09,22.5,25.5,4.3,5,1,1,Yoga,1
157,132,85,0.32,16.8,21.4,2.8,3,0,0,Cardio,0
172,157,73,1.25,19.5,22.1,4.2,7,3,1,HIIT,3
190,150,75,0.57,29.7,29.2,3.0,2,0,0,Cardio,0
205,186,80,0.69,30.7,20.3,3.0,3,0,0,HIIT,0
197,166,73,0.88,21.1,30.3,3.9,5,1,0,Mixed,1
186,149,80,0.6,20.4,22.6,3.2,3,0,0,Cardio,0
190,148,70,0.94,23.3,19.5,3.1,5,2,1,Cardio,2
193,137,67,0.91,26.1,21.8,3.7,3,1,0,Yoga,1
187,172,85,0.44,25.3,24.3,3.4,3,0,0,HIIT,0
177,142,78,0.93,20.8,29.0,3.5,4,1,0,Cardio,1
188,161,80,0.5,21.8,27.2,3.6,2,0,0,Mixed,0
180,144,78,0.56,34.8,24.3,2.8,3,0,0,Cardio,0
171,156,72,0.79,21.8,29.0,3.3,4,1,0,HIIT,1
189,144,61,1.26,8.0,18.0,3.2,7,3,1,Cardio,3
193,139,74,0.89,23.3,25.0,3.7,3,1,0,Yoga,1
185,136,76,0.49,31.3,25.2,2.7,3,0,0,Yoga,0
170,154,67,0.88,21.5,25.3,3.7,7,2,1,HIIT,2
180,133,75,0.41,22.6,18.0,3.1,2,0,0,Yoga,0
175,130,74,0.41,28.5,19.9,3.0,3,0,0,Yoga,0
182,156,80,0.79,18.6,23.3,4.0,5,1,0,Mixed,1
164,141,71,0.52,23.5,28.5,3.4,3,1,0,Mixed,1
159,146,74,0.51,24.9,31.7,2.7,3,0,0,HIIT,0
205,185,71,0.58,27.7,21.3,3.6,3,1,0,HIIT,1
159,145,65,0.6,21.4,18.8,3.3,5,1,0,HIIT,1
191,150,75,0.86,24.5,27.3,3.0,3,1,0,Cardio,1
179,152,71,0.58,25.6,34.5,3.9,4,1,0,Mixed,1
182,152,64,1.04,14.1,28.4,4.7,7,2,1,Mixed,2
186,157,68,0.52,21.6,21.0,3.6,3,1,0,Mixed,1
185,168,68,0.72,21.7,35.0,3.0,3,0,0,HIIT,0
192,176,85,0.25,27.9,26.7,2.6,2,0,0,HIIT,0
201,138,62,1.19,13.6,20.8,4.6,7,3,1,Yoga,3
180,132,75,0.84,20.8,31.7,4.1,7,2,1,Yoga,2
185,149,64,0.95,13.5,20.5,4.2,4,2,1,Strength,2
191,159,63,1.5,19.5,21.5,4.8,5,3,1,Mixed,3
197,139,69,0.86,19.4,26.9,3.7,7,2,1,Yoga,2
163,120,68,1.11,21.4,23.9,4.2,5,2,1,Yoga,2
196,163,63,1.05,17.4,24.1,4.7,7,2,1,Mixed,2
174,137,67,0.25,24.9,24.2,1.7,3,0,0,Cardio,0
189,172,72,0.93,16.6,28.5,3.5,7,3,1,HIIT,3
185,144,67,1.15,17.2,18.0,3.8,3,1,1,Cardio,1
194,156,85,0.47,31.6,25.1,2.5,2,0,0,Cardio,0
166,138,73,0.68,34.5,22.8,3.5,3,0,0,Strength,0
201,169,73,0.99,11.6,21.0,4.7,7,2,1,Mixed,2
193,153,79,0.79,31.0,21.0,2.9,3,0,0,Cardio,0
163,133,79,0.92,23.0,18.0,3.1,3,0,0,Cardio,0
180,141,68,0.71,24.7,20.8,2.7,5,1,0,Cardio,1
184,142,64,0.88,17.8,29.2,3.0,7,2,1,Cardio,2
182,148,69,0.6,31.9,27.3,3.1,5,1,0,Strength,1
163,134,66,1.3,22.5,23.2,3.7,6,2,1,Strength,2
152,130,65,0.92,15.6,18.4,4.7,7,2,1,Mixed,2
194,146,58,1.5,12.6,27.3,3.8,6,3,1,Cardio,3
166,121,66,0.85,22.0,29.2,4.0,5,1,1,Yoga,1
179,138,61,1.2,18.8,28.1,3.6,5,2,1,Cardio,2
195,166,78,0.4,23.9,20.1,3.3,2,0,0,Mixed,0
183,133,71,0.28,32.7,20.5,3.3,3,0,0,Yoga,0
174,147,65,0.68,23.0,30.6,4.3,5,1,1,Mixed,1
162,141,76,0.67,31.6,19.2,4.3,2,0,0,Mixed,0
205,154,59,0.85,31.5,25.9,3.0,3,1,0,Cardio,1
197,179,75,0.54,24.3,18.0,3.4,2,0,0,HIIT,0
197,179,75,0.7,23.4,22.8,3.5,2,0,0,HIIT,0
182,140,63,1.22,13.6,26.3,3.2,7,3,1,Cardio,3
205,165,72,0.78,23.5,23.9,4.3,5,1,0,Strength,1
195,136,64,0.95,24.6,26.1,3.8,3,1,0,Yoga,1
194,157,69,0.93,22.7,19.1,3.4,5,1,0,Strength,1
159,121,73,0.99,18.4,20.7,4.5,4,1,1,Yoga,1
189,150,77,0.48,28.9,25.9,2.5,3,0,0,Cardio,0
187,169,66,0.95,26.8,26.8,3.1,4,1,0,HIIT,1
198,179,72,1.02,23.6,24.9,3.4,5,1,0,HIIT,1
168,146,80,0.46,29.9,27.8,4.3,3,0,0,Mixed,0
204,184,70,0.78,32.2,18.0,3.8,3,0,0,HIIT,0
193,133,60,0.64,21.5,22.1,3.3,5,1,1,Yoga,1
175,161,79,0.96,21.5,31.3,3.5,3,1,0,HIIT,1
187,169,67,1.15,15.8,29.1,3.6,7,2,1,HIIT,2
202,181,63,0.73,24.5,26.5,3.3,6,2,1,HIIT,2
182,149,73,0.54,27.2,23.4,3.4,2,0,0,Strength,0
189,153,71,0.46,24.8,28.1,3.0,4,1,0,Strength,1
171,140,65,1.19,11.8,25.7,4.1,7,3,1,Strength,3
201,136,57,1.09,22.6,18.0,4.7,5,2,1,Yoga,2
155,118,73,0.73,27.3,28.0,3.7,2,0,0,Yoga,0
186,150,83,0.42,28.9,20.5,2.8,3,0,0,Cardio,0
163,125,79,0.81,29.0,27.0,4.3,2,0,0,Yoga,0
191,148,69,1.44,20.1,18.0,4.0,5,2,1,Cardio,2
185,158,77,0.5,27.2,30.4,4.0,3,0,0,Mixed,0
194,163,72,1.08,22.1,22.9,4.2,3,1,0,Mixed,1
192,153,63,0.95,21.8,19.6,3.9,6,2,1,Strength,2
176,159,62,1.34,14.5,21.2,3.7,5,2,1,HIIT,2
161,136,79,0.91,20.9,22.7,3.5,3,0,0,Strength,0
158,128,72,0.55,21.8,24.0,3.0,2,0,0,Cardio,0
191,135,66,0.94,15.8,29.3,3.6,5,2,1,Yoga,2
188,135,71,0.85,23.2,24.3,3.6,3,1,0,Yoga,1
184,146,76,0.95,19.5,18.0,3.4,6,2,1,Cardio,2
189,160,74,0.77,27.0,19.1,3.6,2,0,0,Mixed,0
176,143,66,1.24,16.3,35.0,3.9,7,3,1,Strength,3
205,159,74,0.59,18.0,24.5,2.5,3,1,0,Cardio,1
193,163,74,0.41,34.7,27.8,3.1,2,0,0,Mixed,0
162,132,64,0.68,18.4,22.8,3.3,4,1,0,Strength,1
200,151,60,1.35,14.8,20.0,3.8,7,3,1,Cardio,3
155,119,74,0.78,29.1,22.1,3.8,3,1,0,Yoga,1
195,176,69,0.45,24.4,24.5,2.5,2,0,0,HIIT,0
171,157,74,1.11,25.4,22.2,3.4,4,1,0,HIIT,1
158,119,72,1.16,20.9,31.7,4.4,6,2,1,Yoga,2
182,166,75,0.61,22.6,21.5,2.8,3,0,0,HIIT,0
186,149,80,0.37,30.3,19.8,2.2,2,0,0,Cardio,0
205,147,76,0.48,29.0,27.2,3.4,3,0,0,Yoga,0
185,137,78,0.25,24.5,27.7,3.2,2,0,0,Yoga,0
205,187,82,0.65,20.1,24.1,2.8,3,0,0,HIIT,0
191,172,62,0.71,22.9,21.6,2.9,5,1,0,HIIT,1
204,140,61,1.09,19.8,18.0,4.3,7,2,1,Yoga,2
189,148,71,1.44,15.8,28.9,3.3,5,2,1,Cardio,2
184,157,77,0.71,23.7,27.5,4.5,4,1,0,Mixed,1
194,150,68,0.52,27.6,22.2,2.1,2,0,0,Cardio,0
168,135,73,1.12,15.8,24.2,3.6,6,2,1,Cardio,2
205,168,57,0.68,24.6,23.1,4.2,5,1,1,Mixed,1
190,146,63,0.94,16.1,30.5,3.1,7,3,1,Cardio,3
195,151,71,0.5,20.3,19.8,2.7,3,1,0,Cardio,1
181,132,71,0.42,22.9,21.5,3.4,3,0,0,Yoga,0
196,164,67,0.73,22.9,21.1,4.0,5,1,0,Mixed,1
205,172,72,0.64,21.8,25.2,3.7,2,0,0,Mixed,0
202,152,59,1.43,15.1,24.2,4.0,7,3,1,Cardio,3
189,155,75,1.0,24.6,24.8,3.5,7,2,1,Strength,2
163,140,69,1.04,20.2,20.5,4.4,5,2,1,Mixed,2
198,179,72,1.19,20.0,29.9,3.9,6,2,1,HIIT,2
188,159,73,0.72,23.5,22.2,3.9,3,0,0,Mixed,0
182,165,71,0.75,17.9,28.8,3.3,3,1,0,HIIT,1
185,166,60,1.26,28.0,35.0,3.5,6,2,1,HIIT,2
162,148,74,0.39,35.6,20.5,2.7,3,0,0,HIIT,0
174,146,62,0.93,8.0,25.4,4.4,6,2,1,Mixed,2
154,132,67,1.12,19.0,23.5,4.2,4,2,1,Mixed,2
195,139,71,0.86,26.2,32.1,3.4,3,0,0,Yoga,0
185,134,71,0.6,26.2,22.9,3.5,3,0,0,Yoga,0
182,164,62,0.94,11.8,25.0,3.3,6,3,1,HIIT,3
186,136,75,0.81,28.5,24.9,3.9,3,0,0,Yoga,0
184,150,71,0.64,29.9,23.6,3.3,3,0,0,Strength,0
183,130,66,0.68,28.9,27.0,3.7,3,1,0,Yoga,1
171,155,61,1.01,15.1,24.4,3.6,7,2,1,HIIT,2
178,138,64,1.18,9.6,25.9,3.1,7,3,1,Cardio,3
182,149,72,0.79,25.2,24.9,3.5,5,1,0,Strength,1
181,150,56,1.06,8.7,21.6,4.6,5,3,1,Mixed,3
202,161,66,0.7,27.0,22.9,3.1,4,1,0,Strength,1
197,149,59,1.19,24.7,26.2,3.5,7,2,1,Cardio,2
200,155,73,0.45,23.8,26.2,2.2,2,0,0,Cardio,0
179,163,71,0.95,14.5,29.0,3.7,5,1,1,HIIT,1
163,126,56,1.14,12.9,31.4,3.0,5,3,1,Cardio,3
162,143,85,0.47,25.7,21.9,4.0,2,0,0,Mixed,0
180,150,78,0.52,26.8,24.5,3.0,3,0,0,Strength,0
194,157,70,0.75,22.0,23.2,3.8,3,1,0,Strength,1
204,164,70,0.65,15.0,19.6,2.8,4,1,0,Strength,1
184,132,68,0.51,28.3,26.3,3.4,2,0,0,Yoga,0
155,125,55,1.31,20.1,27.1,4.6,7,3,1,Strength,3
178,143,77,0.81,16.9,19.7,3.0,5,1,0,Cardio,1
194,144,83,0.45,24.1,22.5,3.4,2,0,0,Yoga,0
196,154,55,0.92,8.0,22.1,3.9,5,3,1,Strength,3
181,150,77,0.7,18.6,18.0,3.9,2,0,0,Strength,0
202,143,72,0.95,19.3,23.9,5.0,4,2,1,Yoga,2
184,167,73,0.6,22.6,19.4,2.6,3,0,0,HIIT,0
167,142,83,0.9,22.5,24.6,4.2,2,0,0,Strength,0
170,155,74,0.85,27.0,25.1,3.5,4,1,0,HIIT,1
169,144,67,0.9,19.4,25.6,4.4,4,2,1,Mixed,2
184,148,64,1.03,30.3,25.8,3.9,6,2,1,Strength,2
183,135,75,0.49,29.4,30.1,4.1,3,0,0,Yoga,0
170,127,73,0.8,33.3,20.8,3.9,2,0,0,Yoga,0
188,157,66,1.09,21.8,21.0,4.6,6,2,1,Mixed,2
157,114,61,1.12,18.3,26.6,4.1,5,3,1,Yoga,3
181,140,63,1.15,15.6,23.5,3.7,6,2,1,Cardio,2
190,171,65,0.66,22.8,28.5,3.4,2,0,0,HIIT,0
157,126,69,0.85,21.8,26.2,3.5,5,1,0,Cardio,1
176,142,65,0.79,23.4,31.7,3.4,4,1,0,Strength,1
163,130,69,0.62,30.6,23.6,2.5,3,0,0,Cardio,0
176,159,67,0.91,25.7,18.1,2.9,5,1,0,HIIT,1
171,147,74,0.64,27.1,25.4,4.0,3,1,0,Mixed,1
195,163,69,0.88,22.8,23.7,4.2,3,0,0,Mixed,0
184,154,66,0.77,17.1,26.1,4.1,5,1,1,Mixed,1
164,142,74,0.71,20.9,26.7,3.6,5,1,0,Mixed,1
165,132,56,1.08,12.6,21.9,3.8,7,3,1,Strength,3
179,128,64,0.72,18.1,20.0,3.4,5,1,1,Yoga,1
170,146,74,0.95,22.2,23.4,4.0,4,1,0,Mixed,1
170,136,74,0.59,26.3,18.0,2.3,2,0,0,Cardio,0
196,152,70,0.73,27.3,24.3,3.0,4,1,0,Cardio,1
156,119,74,0.72,28.8,22.4,3.7,2,0,0,Yoga,0
173,158,77,0.56,27.4,27.4,3.2,3,0,0,HIIT,0
178,163,78,0.53,33.7,18.0,2.2,3,0,0,HIIT,0
198,166,69,0.58,19.3,24.0,4.0,3,1,0,Mixed,1
188,144,63,0.66,21.3,30.3,2.8,5,1,0,Cardio,1
168,122,66,0.94,21.7,26.7,4.2,7,2,1,Yoga,2
165,150,68,0.59,23.7,27.9,3.1,5,1,0,HIIT,1
168,145,74,1.09,23.7,25.4,4.7,3,1,0,Mixed,1
179,152,71,0.7,21.2,18.0,4.3,2,0,0,Mixed,0
165,120,63,0.95,16.5,24.7,4.5,7,2,1,Yoga,2
185,144,68,0.76,32.4,25.6,3.3,3,0,0,Cardio,0
179,163,74,0.72,23.4,19.7,3.2,3,1,0,HIIT,1
198,180,81,1.05,17.2,23.5,3.8,3,0,0,HIIT,0
176,136,63,1.21,17.3,18.0,3.0,4,2,1,Cardio,2
199,152,64,1.18,10.2,22.7,3.5,6,2,1,Cardio,2
172,145,61,1.15,9.1,22.3,4.7,4,2,1,Mixed,2
197,153,71,0.29,24.0,29.6,2.4,2,0,0,Cardio,0
199,160,68,0.97,18.6,21.6,4.0,6,2,1,Strength,2
180,127,62,0.65,25.7,22.9,3.6,6,2,1,Yoga,2
169,128,77,0.69,23.2,23.7,3.2,3,0,0,Yoga,0
167,135,75,0.62,27.8,21.6,3.1,3,0,0,Cardio,0
198,144,79,0.87,32.9,26.9,4.0,2,0,0,Yoga,0
167,141,63,1.18,17.3,18.0,4.2,7,2,1,Mixed,2
180,165,80,0.43,28.8,28.5,2.9,2,0,0,HIIT,0
205,187,84,0.25,27.6,24.0,2.6,3,0,0,HIIT,0
156,116,66,0.52,17.5,29.2,3.4,3,0,0,Yoga,0
184,144,70,0.62,29.5,18.0,2.7,5,1,0,Cardio,1
188,137,75,0.56,17.0,18.0,3.3,3,0,0,Yoga,0
161,131,61,0.87,20.3,22.8,3.5,6,2,1,Strength,2
170,147,77,0.78,29.0,26.0,3.9,3,0,0,Mixed,0
189,140,81,0.81,30.7,21.8,4.3,3,0,0,Yoga,0
178,148,60,0.64,26.4,26.3,3.8,3,1,0,Mixed,1
191,144,55,1.73,17.9,27.9,4.5,6,3,1,Cardio,3
199,153,68,1.14,14.6,26.7,3.3,6,3,1,Cardio,3
201,169,74,0.44,25.3,24.4,3.7,3,0,0,Mixed,0
167,126,75,0.88,32.7,24.4,3.7,2,0,0,Yoga,0
174,136,65,1.09,16.1,21.5,3.1,4,1,1,Cardio,1
196,160,75,0.62,21.0,23.8,3.5,2,0,0,Strength,0
177,147,77,1.02,25.5,19.9,3.7,4,1,0,Strength,1
197,166,72,0.68,20.2,20.9,4.4,4,1,0,Mixed,1
167,138,71,0.71,20.0,26.1,3.7,4,1,0,Strength,1
